id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1380974032112222214,1380973883113766913,1618084841000.0,2021-04-10 15:00:41,-500,,@GonzaloParoy @JuntosporPeru @jorgerod_JP9 @AnahiDurandG @BetoAdrianzen Gracias !! 🥰,es,[],[],2736183379,2736183379,chabelita2020,Isabel Cortez,6,15,https://twitter.com/chabelita2020/status/1380974032112222214,[],[],0,,False,2,0,0,,None,,,,,,,"[{'screen_name': 'GonzaloParoy', 'name': 'Gonzalo Paroy Villafuerte', 'id': '1362615715648446464'}, {'screen_name': 'JuntosporPeru', 'name': 'Juntos por el Perú', 'id': '1197651017527177217'}, {'screen_name': 'jorgerod_JP9', 'name': 'Jorge Rodríguez JP 9', 'id': '2707319198'}, {'screen_name': 'AnahiDurandG', 'name': 'Anahi Durand', 'id': '601331150'}, {'screen_name': 'BetoAdrianzen', 'name': 'Alberto Adrianzen', 'id': '432778368'}]",,,,
1380972032687489025,1380855534790803456,1618084364000.0,2021-04-10 14:52:44,-500,,@MTAllaSan @sergiotej @DrGlaveJP27 @Vero_Mendoza_F @AnahiDurandG Gracias ! 🥰,es,[],[],2736183379,2736183379,chabelita2020,Isabel Cortez,6,14,https://twitter.com/chabelita2020/status/1380972032687489025,[],[],0,,False,10,0,1,,None,,,,,,,"[{'screen_name': 'MTAllaSan', 'name': 'Marita Al S', 'id': '318670419'}, {'screen_name': 'sergiotej', 'name': 'Sergio Tejada', 'id': '80070602'}, {'screen_name': 'DrGlaveJP27', 'name': 'Dr. Carlos Glave/Nuevo Perú', 'id': '1313656427123220482'}, {'screen_name': 'Vero_Mendoza_F', 'name': 'Verónika Mendoza', 'id': '358445205'}, {'screen_name': 'AnahiDurandG', 'name': 'Anahi Durand', 'id': '601331150'}]",,,,
1380907047269584900,1380899044919283714,1618068870000.0,2021-04-10 10:34:30,-500,,@tedeaguaymanto1 @Vero_Mendoza_F @ChumpitazJP19 @AnahiDurandG @jdeechave 🥰,und,[],[],2736183379,2736183379,chabelita2020,Isabel Cortez,6,10,https://twitter.com/chabelita2020/status/1380907047269584900,[],[],0,,False,19,0,0,,None,,,,,,,"[{'screen_name': 'tedeaguaymanto1', 'name': 'Persona estresada', 'id': '1344133004894072832'}, {'screen_name': 'Vero_Mendoza_F', 'name': 'Verónika Mendoza', 'id': '358445205'}, {'screen_name': 'ChumpitazJP19', 'name': 'Jorge Chumpitaz', 'id': '1025463854304817152'}, {'screen_name': 'AnahiDurandG', 'name': 'Anahi Durand', 'id': '601331150'}, {'screen_name': 'jdeechave', 'name': 'José De Echave', 'id': '3066039459'}]",,,,
1380569266131509248,1380498282372284420,1617988337000.0,2021-04-09 12:12:17,-500,,@ArcasiMayuri @DorianGuzmanJ @JuntosporPeru @Vero_Mendoza_F @arturoayala_3 @LuciaAlvites @ChumpitazJP19 @Grace_JP10 @DrGlaveJP27 @EyzaguirreCath @sergiotej @RoberthoSanchez Cuba tiene su propia VACUNA y 2 tipos de VACUNAS informate bien Jeshua,es,[],[],2736183379,2736183379,chabelita2020,Isabel Cortez,5,12,https://twitter.com/chabelita2020/status/1380569266131509248,[],[],0,,False,4,13,0,,None,,,,,,,"[{'screen_name': 'ArcasiMayuri', 'name': 'Joshua Arcasi Mayuri', 'id': '1331983007301963777'}, {'screen_name': 'DorianGuzmanJ', 'name': 'Dorian', 'id': '1178792243815157761'}, {'screen_name': 'JuntosporPeru', 'name': 'Juntos por el Perú', 'id': '1197651017527177217'}, {'screen_name': 'Vero_Mendoza_F', 'name': 'Verónika Mendoza', 'id': '358445205'}, {'screen_name': 'arturoayala_3', 'name': 'Arturo Ayala del Río', 'id': '946451404029341696'}, {'screen_name': 'LuciaAlvites', 'name': 'Lucia Alvites', 'id': '248429004'}, {'screen_name': 'ChumpitazJP19', 'name': 'Jorge Chumpitaz', 'id': '1025463854304817152'}, {'screen_name': 'Grace_JP10', 'name': 'Grace Baquerizo', 'id': '370475760'}, {'screen_name': 'DrGlaveJP27', 'name': 'Dr. Carlos Glave Político', 'id': '1313656427123220482'}, {'screen_name': 'EyzaguirreCath', 'name': 'Catherine Eyzaguirre 🌱☀️', 'id': '41365615'}, {'screen_name': 'sergiotej', 'name': 'Sergio Tejada', 'id': '80070602'}, {'screen_name': 'RoberthoSanchez', 'name': 'Roberto Sánchez P.', 'id': '450981582'}]",,,,
1380562886062395402,1380554277769330689,1617986816000.0,2021-04-09 11:46:56,-500,,Muchas gracias a @edurodriguez por el apoyo para la producción de este Spot y a la locución @katctv 🥰,es,[],[],2736183379,2736183379,chabelita2020,Isabel Cortez,5,11,https://twitter.com/chabelita2020/status/1380562886062395402,[],[],0,,False,25,2,3,,None,,,,,,,[],,,,
1380554277769330689,1380554277769330689,1617984763000.0,2021-04-09 11:12:43,-500,,"Lima ha sido levantada por nosotros, trabajadores y trabajadoras, esa es nuestra historia, tradición y legado. Este #11A votaremos por el derecho a representarnos a nosotros mismos en el congreso. Marcaremos las tres JP y el número 2 de los trabajadores #ChabelitaCongresista #JP2  https://t.co/ho7JCpIaOE",es,"['11a', 'chabelitacongresista', 'jp2']",[],2736183379,2736183379,chabelita2020,Isabel Cortez,5,11,https://twitter.com/chabelita2020/status/1380554277769330689,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1380553128291016711/pu/img/wJH-qTrRlm7q-uSk.jpg,False,290,8,91,,None,,,,,,,[],,,,
1380518507033595905,1380516411995480065,1617976235000.0,2021-04-09 08:50:35,-500,,@GonzaloParoy Ha sido un gusto conocerte. Vamos con fuerza por el tercer deseo. 😃  https://t.co/wwGowJ4Ttl,es,[],[],2736183379,2736183379,chabelita2020,Isabel Cortez,5,8,https://twitter.com/chabelita2020/status/1380518507033595905,[],['https://pbs.twimg.com/media/EyiWQZKXMAAyFuq.jpg'],1,https://pbs.twimg.com/media/EyiWQZKXMAAyFuq.jpg,False,23,1,3,,None,,,,,,,"[{'screen_name': 'GonzaloParoy', 'name': 'Gonzalo Paroy Villafuerte', 'id': '1362615715648446464'}]",,,,
1380345908924186626,1380345908924186626,1617935084000.0,2021-04-08 21:24:44,-500,,"Fujimori le regaló a la miserable de Telefónica las empresas de telecomunicaciones. Esta trasnacional abusa de los usuarios, le debe a la SUNAT, ha tercerizado casi todo, y hoy pretende despedir casi mil trabajadores. No se lo permitiremos, telefónicos apoyaré su lucha!",es,[],[],2736183379,2736183379,chabelita2020,Isabel Cortez,4,21,https://twitter.com/chabelita2020/status/1380345908924186626,[],[],0,,False,111,1,33,https://twitter.com/wdiazdelavega/status/1379958524432764932,None,,,,,,,[],,,,
1380342633902571525,1380321383364890627,1617934304000.0,2021-04-08 21:11:44,-500,,"@juanmsanchez Ellos también quieren hacerlo compita, pero necesitan locales en los que puedan formalizarse y el Estado les ha negado esa posibilidad.",es,[],[],2736183379,2736183379,chabelita2020,Isabel Cortez,4,21,https://twitter.com/chabelita2020/status/1380342633902571525,[],[],0,,False,2,1,1,,None,,,,,,,"[{'screen_name': 'juanmsanchez', 'name': 'Juan M. Sanchez', 'id': '43909610'}]",,,,
1380342123887726592,1380316429321375744,1617934182000.0,2021-04-08 21:09:42,-500,,@sindicatogec @Vero_Mendoza_F Hemos encontrado gente chambeando compita. Quizás es cierto lo que dices pero los trabajadores somos más.,es,[],[],2736183379,2736183379,chabelita2020,Isabel Cortez,4,21,https://twitter.com/chabelita2020/status/1380342123887726592,[],[],0,,False,9,0,0,,None,,,,,,,"[{'screen_name': 'sindicatogec', 'name': ""ex GEC's"", 'id': '1157301389284052992'}, {'screen_name': 'Vero_Mendoza_F', 'name': 'Verónika Mendoza', 'id': '358445205'}]",,,,
