id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,political_party
1380261936651206657,1380261936651206657,1617915064000.0,2021-04-08 15:51:04,-500,,Fuerza @CapchiEvelyn hasta la victoria #JuntasyJuntos @JuntosporPeru,es,['juntasyjuntos'],[],450981582,450981582,RoberthoSanchez,Roberto Sánchez P.,4,15,https://twitter.com/RoberthoSanchez/status/1380261936651206657,[],[],0,,False,26,1,7,https://twitter.com/CapchiEvelyn/status/1380254834796945410,None,,,,,,,[],,,,,juntos_peru
1380143046755553291,1380143046755553291,1617886718000.0,2021-04-08 07:58:38,-500,,"Muertes por covid-19 arrecian en nuestras familias por Sistema de Salud que colapsó y @HDeSotoPeru dice que  ""mano invisible del mercado"" lo resuelva. Mientras la ""fatiga pandémica"" y ""Gobierno Piloto"" son el peor remedio. #ElPoderEnTusManos #TiempoDeCambiar #VeroPresidente  https://t.co/bEUq3Musp7",es,"['elpoderentusmanos', 'tiempodecambiar', 'veropresidente']",[],450981582,450981582,RoberthoSanchez,Roberto Sánchez P.,4,7,https://twitter.com/RoberthoSanchez/status/1380143046755553291,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1380143008608350212/pu/img/DaUpmFe-h6bY4TgX.jpg,False,29,1,5,,None,,,,,,,[],,,,,juntos_peru
1378891589775462400,1378891589775462400,1617588348000.0,2021-04-04 21:05:48,-500,,"""Convocaremos a los profesionales más competentes y honestos para Reactivacion económica y defensa de la salud y la vida"" @Vero_Mendoza_F #JuntasyJuntos @JuntosporPeru @DiarioUnoPeru @Politica_ECpe @Politica_LR @peru21noticias @AnahiDurandG @DrGlaveJP27 @JanetMarinR @ayay_mila  https://t.co/sgdWvl7SPN",es,['juntasyjuntos'],[],450981582,450981582,RoberthoSanchez,Roberto Sánchez P.,7,21,https://twitter.com/RoberthoSanchez/status/1378891589775462400,[],['https://pbs.twimg.com/media/EyLOl5qWYAM4RtY.jpg'],1,https://pbs.twimg.com/media/EyLOl5qWYAM4RtY.jpg,False,23,1,6,,None,,,,,,,[],,,,,juntos_peru
1378883961343070210,1378883961343070210,1617586529000.0,2021-04-04 20:35:29,-500,,"""Una economía que ponga a los peruanos la vida y salud como la prioridad"", fuerza @Vero_Mendoza_F Con la fuerza de los pueblos #JuntasyJuntos @JuntosporPeru @EconomiaECpe @jdeechave @pedrofrancke @ayay_mila @manuelchaprado @girisa33  https://t.co/Qp5IxULHE9",es,['juntasyjuntos'],[],450981582,450981582,RoberthoSanchez,Roberto Sánchez P.,7,20,https://twitter.com/RoberthoSanchez/status/1378883961343070210,[],['https://pbs.twimg.com/media/EyLHp4QXMAEDd4s.jpg'],1,https://pbs.twimg.com/media/EyLHp4QXMAEDd4s.jpg,False,31,3,6,,None,,,,,,,[],,,,,juntos_peru
1378841613611458564,1378841613611458564,1617576432000.0,2021-04-04 17:47:12,-500,, https://t.co/kzQANIinLn Roberto Sanchez indicó que vasto apoyo y respaldo popular a @Vero_Mendoza_F es contundente para llegar a la segunda vuelta con @JuntosporPeru @DiarioUnoPeru @Politica_LR @tromepe @exitosape @diariocorreo @Agencia_Andina @Gestionpe,es,[],[],450981582,450981582,RoberthoSanchez,Roberto Sánchez P.,7,17,https://twitter.com/RoberthoSanchez/status/1378841613611458564,['https://elcomercio.pe/elecciones-2021/elecciones-2021-segundo-simulacro-de-votacion-de-el-comercio-ipsos-como-reaccionaron-los-partidos-politicos-noticia/'],[],0,,False,2,0,0,,None,,,,,,,[],,,,,juntos_peru
1378750963310342144,1378750963310342144,1617554820000.0,2021-04-04 11:47:00,-500,,"Con la fuerza de los pobres, excluidos y con el inmenso amor a los nuestros #JuntasyJuntos para #RefundarElPeru #VeroValiente #VeroPresidente con @Vero_Mendoza_F y @JuntosporPeru @manuelchaprado @DiarioUnoPeru @BetoAdrianzen @WaykaPeru @uterope @ConvocaPe @elperfilpe",es,"['juntasyjuntos', 'refundarelperu', 'verovaliente', 'veropresidente']",[],450981582,450981582,RoberthoSanchez,Roberto Sánchez P.,7,11,https://twitter.com/RoberthoSanchez/status/1378750963310342144,[],[],0,,False,53,3,6,https://twitter.com/Vero_Mendoza_F/status/1378715229392154626,None,,,,,,,[],,,,,juntos_peru
1378743918754418694,1378743918754418694,1617553140000.0,2021-04-04 11:19:00,-500,,@PeruPymes @PYMESrevista @SNIndustrias @EconomiaECpe @Gestionpe @SEMANAeconomica @SofiaLopezLl @diariocorreo @DiarioElBonope @tromepe @manuelchaprado @WaykaPeru @SectorialProfe1 #JuntasyJuntos para reactivacion económica familiar y recuperación del empleo @JuntosporPeru  https://t.co/ZdNGmW0x2n,es,['juntasyjuntos'],[],450981582,450981582,RoberthoSanchez,Roberto Sánchez P.,7,11,https://twitter.com/RoberthoSanchez/status/1378743918754418694,[],['https://pbs.twimg.com/media/EyJISSZWUAAAoqc.jpg'],1,https://pbs.twimg.com/media/EyJISSZWUAAAoqc.jpg,False,9,1,4,https://twitter.com/DiarioUnoPeru/status/1378739136371306500,None,,,,,,,[],,,,,juntos_peru
1378393976642887688,1378393976642887688,1617469708000.0,2021-04-03 12:08:28,-500,, https://t.co/10Y7h4s28e,und,[],[],450981582,450981582,RoberthoSanchez,Roberto Sánchez P.,6,12,https://twitter.com/RoberthoSanchez/status/1378393976642887688,['https://www.facebook.com/mujeresypropuestas2021/videos/405553423828683/'],[],0,,False,2,0,1,,None,,,,,,,[],,,,,juntos_peru
1378379441567629312,1378379441567629312,1617466242000.0,2021-04-03 11:10:42,-500,,@RafaelLopezAli3 y sus cientos de paneles y nos acusa que en @JuntosporPeru tenemos millonaria campaña Hazte ver @rlopezaliaga1 en el Pueblo #VeroEsPueblo #VeroValiente #VeroPresidente #JuntasyJuntos #ParaRecuperarElPeru  https://t.co/LmjUn4eyqe,es,"['veroespueblo', 'verovaliente', 'veropresidente', 'juntasyjuntos', 'pararecuperarelperu']",[],450981582,450981582,RoberthoSanchez,Roberto Sánchez P.,6,11,https://twitter.com/RoberthoSanchez/status/1378379441567629312,[],['https://pbs.twimg.com/media/EyD8zBPXEAM9fOD.jpg'],1,https://pbs.twimg.com/media/EyD8zBPXEAM9fOD.jpg,False,4,0,1,,None,,,,,,,[],,,,,juntos_peru
1378376978026401795,1378376978026401795,1617465655000.0,2021-04-03 11:00:55,-500,,"Somos absolutamente demócratas Dante, queramos un país digno y con calidad de vida para todos. Los dueños del Perú y la mafia están que tiemblan. @JuntosporPeru por Paz, democracia y Equidad",es,[],[],450981582,450981582,RoberthoSanchez,Roberto Sánchez P.,6,11,https://twitter.com/RoberthoSanchez/status/1378376978026401795,[],[],0,,False,14,1,3,https://twitter.com/dantediaz28/status/1378373706465079303,None,,,,,,,[],,,,,juntos_peru
