id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1380040136914829312,1380039667467366402,1617862183000.0,2021-04-08 01:09:43,-500,,@Peru_APP 🅰️🅰️2️⃣✍🏻🇵🇪  https://t.co/H8EFf2pNHB,und,[],[],1322165057833390080,1322165057833390080,robertochiabra,Roberto Chiabra 🇵🇪,4,1,https://twitter.com/robertochiabra/status/1380040136914829312,[],"['https://pbs.twimg.com/media/EybjLzOXMAARl3f.jpg', 'https://pbs.twimg.com/media/EybjLzfWQAEe72U.jpg']",1,https://pbs.twimg.com/media/EybjLzOXMAARl3f.jpg,False,27,2,7,,None,,,,,,,[],,,,
1380039667467366402,1380039667467366402,1617862071000.0,2021-04-08 01:07:51,-500,,“Propongo una agenda de seguridad orientada a poner orden con mano firme”@Peru_APP 🅰️🅰️2️⃣✍🏻🇵🇪  https://t.co/WgYZyrsAk9,es,[],[],1322165057833390080,1322165057833390080,robertochiabra,Roberto Chiabra 🇵🇪,4,1,https://twitter.com/robertochiabra/status/1380039667467366402,[],"['https://pbs.twimg.com/media/EybiwMVWUAAUXtN.jpg', 'https://pbs.twimg.com/media/EybiwMSXIAIIh6h.jpg', 'https://pbs.twimg.com/media/EybiwMPW8AAN2iT.jpg', 'https://pbs.twimg.com/media/EybiwMTXAAAYx68.jpg']",1,https://pbs.twimg.com/media/EybiwMVWUAAUXtN.jpg,False,79,6,16,,None,,,,,,,[],,,,
1379677155274153986,1379592723611652105,1617775641000.0,2021-04-07 01:07:21,-500,,“Servir a la Patria en un Honor y un deber Voluntario”@Peru_APP  Cenepa 1995.🇵🇪 🅰️2️⃣✍🏻🇵🇪  https://t.co/XgYs4SiBUF,es,[],[],1322165057833390080,1322165057833390080,robertochiabra,Roberto Chiabra 🇵🇪,3,1,https://twitter.com/robertochiabra/status/1379677155274153986,[],['https://pbs.twimg.com/media/EyWZDuNXEAIhZnX.jpg'],1,https://pbs.twimg.com/media/EyWZDuNXEAIhZnX.jpg,False,105,3,9,,None,,,,,,,[],,,,
1379676410562949122,1379592723611652105,1617775464000.0,2021-04-07 01:04:24,-500,,@Peru_APP #PeruVotaSeguro  INCREIBLE NI EL ENEMIGO NOS HUBIERA HECHO ESTO ..!!! NI EL ENEMIGO..!!! EN PLENA DEMOCRACIA 🅰️2️⃣✍🏻🇵🇪  https://t.co/5S4CoVnhUP,es,['peruvotaseguro'],[],1322165057833390080,1322165057833390080,robertochiabra,Roberto Chiabra 🇵🇪,3,1,https://twitter.com/robertochiabra/status/1379676410562949122,[],['https://pbs.twimg.com/media/EyWYYUrXAAIFieZ.jpg'],1,https://pbs.twimg.com/media/EyWYYUrXAAIFieZ.jpg,False,54,2,7,,None,,,,,,,[],,,,
1379592723611652105,1379592723611652105,1617755511000.0,2021-04-06 19:31:51,-500,,INCREIBLE NI EL ENEMIGO NOS HUBIERA HECHO ESTO...!!!! NI EL ENEMIGO....!!! EN PLENA DEMOCRACIA....!!!!! @Peru_APP #PeruVotaSeguro 🅰️🅰️2️⃣✍🏻🇵🇪  https://t.co/GLq9ifwIjH,es,['peruvotaseguro'],[],1322165057833390080,1322165057833390080,robertochiabra,Roberto Chiabra 🇵🇪,2,19,https://twitter.com/robertochiabra/status/1379592723611652105,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1379592541524406272/pu/img/YSs4yLDMcR_cAfI5.jpg,False,238,32,57,,None,,,,,,,[],,,,
1379180480935952387,1379160360591179780,1617657225000.0,2021-04-05 16:13:45,-500,,@BryanLeopoldo96 @Luangzapbush 🇵🇪🤝,und,[],[],1322165057833390080,1322165057833390080,robertochiabra,Roberto Chiabra 🇵🇪,1,16,https://twitter.com/robertochiabra/status/1379180480935952387,[],[],0,,False,1,1,0,,None,,,,,,,"[{'screen_name': 'BryanLeopoldo96', 'name': 'Leopoldo Huerta', 'id': '1098183752562499591'}, {'screen_name': 'Luangzapbush', 'name': 'Luis Angel Zapata', 'id': '729343899517497344'}]",,,,
1378810863872847875,1378810863872847875,1617569101000.0,2021-04-04 15:45:01,-500,,“Servir a la Patria es un Honor y un deber voluntario”  Cenepa 1995. 🇵🇪  @Peru_APP @EjercitoPeru  https://t.co/FS5SylnQ5t,es,[],[],1322165057833390080,1322165057833390080,robertochiabra,Roberto Chiabra 🇵🇪,7,15,https://twitter.com/robertochiabra/status/1378810863872847875,[],['https://pbs.twimg.com/media/EyKFK4_WEAAUmIs.jpg'],1,https://pbs.twimg.com/media/EyKFK4_WEAAUmIs.jpg,False,361,25,43,,None,,,,,,,[],,,,
1378120025521979392,1378120025521979392,1617404392000.0,2021-04-02 17:59:52,-500,,@Peru_APP @ONPE_oficial @BancadaAPP 🅰️🅰️2️⃣✍🏻🇵🇪  https://t.co/vxTvi93Ms7,und,[],[],1322165057833390080,1322165057833390080,robertochiabra,Roberto Chiabra 🇵🇪,5,17,https://twitter.com/robertochiabra/status/1378120025521979392,[],['https://pbs.twimg.com/media/EyAQ2k_XIAY0rKC.jpg'],1,https://pbs.twimg.com/media/EyAQ2k_XIAY0rKC.jpg,False,1,0,1,,None,,,,,,,[],,,,
1377802503752912901,1377802503752912901,1617328689000.0,2021-04-01 20:58:09,-500,,@Peru_APP 🅰️🅰️2️⃣✍🏻🇵🇪  https://t.co/f8Le500jBj,und,[],[],1322165057833390080,1322165057833390080,robertochiabra,Roberto Chiabra 🇵🇪,4,20,https://twitter.com/robertochiabra/status/1377802503752912901,[],['https://pbs.twimg.com/media/Ex7wEZZWYAQ7l-6.jpg'],1,https://pbs.twimg.com/media/Ex7wEZZWYAQ7l-6.jpg,False,7,0,2,,None,,,,,,,[],,,,
1377087048482484232,1377087048482484232,1617158112000.0,2021-03-30 21:35:12,-500,,@willaxtv @Peru_APP #Combutters 🅰️🅰️2️⃣✍🏻🇵🇪  https://t.co/BHQAPL2Vuw,und,['combutters'],[],1322165057833390080,1322165057833390080,robertochiabra,Roberto Chiabra 🇵🇪,2,21,https://twitter.com/robertochiabra/status/1377087048482484232,[],['https://pbs.twimg.com/media/ExxlXPZXEAA3BZX.jpg'],1,https://pbs.twimg.com/media/ExxlXPZXEAA3BZX.jpg,False,19,0,6,,None,,,,,,,[],,,,
1376752661224169479,1376752661224169479,1617078387000.0,2021-03-29 23:26:27,-500,,@Peru_APP @PBOPeru @exitosape @ExpresoPeru @Gestionpe @rmapalacios @MilagrosLeivaG @canalN_ @Agencia_Andina @elcomercio_peru @Politica_LR  🅰️🅰️2️⃣✍🏻 Gral Roberto Chiabra León “Líder de las Tropas Peruanas que Pelearon y Vencieron en el Cenepa”  https://t.co/YZ0XA13uer,es,[],[],1322165057833390080,1322165057833390080,robertochiabra,Roberto Chiabra 🇵🇪,1,23,https://twitter.com/robertochiabra/status/1376752661224169479,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1376752451823529986/pu/img/8ajAVgxda61VF8no.jpg,False,10,0,3,,None,,,,,,,[],,,,
